Year,Title,Instructor,Credits,Actual,Capacity
13FA,Cello,Piippo Richard G.,2,5,12
13FA,Cello,Piippo Richard G.,2,1,10
13FA,Cello,Piippo Richard G.,3,0,8
13FA,String Bass,Straus Melissa M.,2,2,10
13FA,String Bass,Straus Melissa M.,2,0,5
13FA,String Bass,Straus Melissa M.,3,2,10
13FA,Jazz Bass,Hoats Charles D.,2,5,12
13FA,Jazz Bass,Hoats Charles D.,3,1,6
13FA,Organ,Lewis Huw R.,2,3,10
13FA,Organ,Lewis Huw R.,2,2,10
13FA,Organ,Lewis Huw R.,3,3,10
13FA,Piano,Clark Adam L.,2,3,10
13FA,Piano,Clark Adam L.,2,1,10
13FA,Piano,Clark Adam L.,3,3,10
13FA,Piano,Le Andrew C.,2,4,20
13FA,Piano,Le Andrew C.,2,0,10
13FA,Piano,Le Andrew C.,3,7,15
13FA,Piano,Aschbrenner Charles,2,6,15
13FA,Piano,Aschbrenner Charles,2,0,10
13FA,Piano,Kolean Lora L.,2,9,10
13FA,Piano,Kolean Lora L.,3,0,5
13FA,Jazz Piano,Talaga Stephen C.,2,11,10
13FA,Jazz Piano,Talaga Stephen C.,3,0,5
13FA,Guitar,Martin David J.,2,24,25
13FA,Guitar,Martin David J.,2,0,5
13FA,Guitar,Martin David J.,3,1,5
13FA,Jazz Guitar,Hyde Michael R.,2,14,30
13FA,Jazz Guitar,Hyde Michael R.,3,3,5
13FA,Guitar,Malfroid Larry,2,1,5
13FA,Voice,Kim JungWoo,2,15,20
13FA,Voice,Kim JungWoo,2,3,10
13FA,Voice,Kim JungWoo,3,4,20
13FA,Voice,Dykstra Linda L.,2,14,20
13FA,Voice,Dykstra Linda L.,2,7,10
13FA,Voice,Dykstra Linda L.,3,4,20
13FA,Voice,Richmond Brad W.,2,2,20
13FA,Voice,Richmond Brad W.,2,2,10
13FA,Voice,Richmond Brad W.,3,0,10
13FA,Voice,Pilon Sherri L.,2,11,20
13FA,Voice,Pilon Sherri L.,2,0,10
13FA,Voice,Pilon Sherri L.,3,0,20
13FA,Voice,Sharp Stuart W.,2,0,20
13FA,Voice,Sharp Stuart W.,2,0,10
13FA,Voice,Sharp Stuart W.,3,0,20
13FA,Jazz Voice,Hyde Edith E.,2,6,9
13FA,Jazz Voice,Hyde Edith E.,3,0,5
13FA,Classical Guitar Class Begin,Malfroid Larry,2,11,14
13FA,Folk Style Guitar Methods,Malfroid Larry,2,11,14
13FA,Applied Composition,Talaga Stephen C.,2,2,6
13FA,Applied Composition,Talaga Stephen C.,3,0,6
13FA,Applied Computer Music,Erskine John K.,2,3,6
13FA,Applied Computer Music,Erskine John K.,3,2,6
13FA,Piano Class Beginning,Kolean Lora L.,2,13,14
13FA,Piano Class Beginning,Kolean Lora L.,2,11,14
13FA,Piano Class Beginning,Kolean Lora L.,2,12,14
13FA,Piano Class Beginning,Kolean Lora L.,2,14,14
13FA,Voice Class Beginning,Pilon Sherri L.,2,7,12
13FA,Small Group Voice,Pilon Sherri L.,2,0,4
13FA,Small Group Voice,Pilon Sherri L.,2,0,4
13FA,Small Group Voice,Pilon Sherri L.,2,0,4
13FA,Small Group Voice,Staff,2,0,4
13FA,Keyboard Skills,Strouf Linda K.,1,5,14
13FA,Keyboard Skills,Strouf Linda K.,1,8,14
13FA,Eurhythmics I,Aschbrenner Charles,.5,15,20
13FA,Theory III,Hodson Robert D.,4,14,15
13FA,Aural Skills III,Wolfe Jennifer A.,1,13,15
13FA,Keyboard Skills - Intermediate,Clark Adam L.,1,10,14
13FA,Elementary Music Methods,Conniff Peter O.,4,4,15
13FA,Hist & Literature of the Opera,Randel Julia,4,7,20
13FA,Organ Literature,Lewis Huw R.,2,1,10
13FA,Piano Literature I,Le Andrew C.,1,3,10
13FA,Violin/Viola Pedagogy Lit,Craioveanu Mihai D.,3,2,5
13FA,Orchestration,Piippo Richard G.,3,3,15
13FA,Conducting Techniques,Richmond Brad W.,2,6,15
13FA,Percussion Methods,Secor Gregory,1,6,10
13FA,Diction for Singers III,Kim JungWoo,1,1,10
13FA,Jazz Theory & Improvisation I,Talaga Stephen C.,3,1,15
13FA,Jazz Styles and Analysis,Hodson Robert D.,3,4,15
13FA,Jazz Composition & Arranging I,Talaga Stephen C.,3,2,15
13FA,Recording Arts & Techniques,Erskine John K.,2,6,10
13FA,Sec Instrumental Meth & Admin,Southard Robert G.,4,7,10
13FA,Keyboard Skills for Piano,Clark Adam L.,1,5,14
13FA,Keyboard Skills for Organ,Lewis Huw R.,1,1,10
13FA,Ind Study: Advanced Recording,Munch Jean-Yves,4,3,5
13FA,Ind Stdy: Brass Techniques,Staff,1,0,5
13FA,Ind Stdy:Topics Piano Pedagogy,Clark Adam L.,1,1,5
13FA,Ind Stdy: Audio Mixdown,Erskine John K.,  1-4,1,5
13FA,Seminar in Music,Randel Julia,2,17,14
12FA,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
12FA,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
12FA,Concert Attendance,Hodson Robert D.,0,67,100
12FA,Introduction to Music,Lewis Huw R.,4,33,35
12FA,Introduction to Music,Southard Sarah,4,36,35
12FA,Introduction to Music,Southard Sarah,4,35,35
12FA,World Music,Randel Julia,4,35,35
12FA,Survey of Jazz,Coyle Brian R.,4,43,40
12FA,Survey of Jazz,Talaga Stephen C.,4,45,40
12FA,Theory I,West Elizabeth O.,4,15,20
12FA,Theory I,West Elizabeth O.,4,19,20
12FA,Aural Skills I,Sooy Julie A.,1,14,20
12FA,Aural Skills I,Wolfe Jennifer A.,1,14,20
12FA,Chapel Choir,Richmond Brad W.,1,11,25
12FA,Chapel Choir,Richmond Brad W.,0,33,25
12FA,College Chorus,Richmond Brad W.,1,31,50
12FA,College Chorus,Richmond Brad W.,0,17,50
12FA,Women's Chamber Choir,Wolfe Jennifer A.,1,10,20
12FA,Women's Chamber Choir,Wolfe Jennifer A.,0,8,20
12FA,Orchestra,Piippo Richard G.,1,20,30
12FA,Orchestra,Piippo Richard G.,1,1,30
12FA,Orchestra,Piippo Richard G.,0,22,30
12FA,Orchestra,Piippo Richard G.,0,13,30
12FA,Wind Ensemble,Southard Robert G.,1,12,30
12FA,Wind Ensemble,Southard Robert G.,0,35,30
12FA,Concert Band,Southard Robert G.,1,7,30
12FA,Concert Band,Southard Robert G.,0,15,30
12FA,Jazz Arts Collective,Coyle Brian R.,1,2,20
12FA,Jazz Arts Collective,Coyle Brian R.,0,8,15
12FA,Collegium Musicum - Vocal,DeBoer James R.,1,5,15
12FA,Collegium Musicum - Vocal,DeBoer James R.,0,14,15
12FA,Jazz Chamber Ensemble I,Coyle Brian R.,.5,4,4
12FA,Jazz Chamber Ensemble I,Coyle Brian R.,0,0,4
12FA,Jazz Chamber Ensemble II,Hodson Robert D.,.5,3,4
12FA,Jazz Chamber Ensemble II,Hodson Robert D.,0,3,4
12FA,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,2,4
12FA,Jazz Chamber Ensemble III,Talaga Stephen C.,0,2,4
12FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,2,4
12FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,4,4
12FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,2,4
12FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,2,4
12FA,Jazz Education Ensemble,Coyle Brian R.,.5,4,5
12FA,Jazz Education Ensemble,Coyle Brian R.,0,4,5
12FA,Flute Choir,Sooy Julie A.,.5,1,12
12FA,Flute Choir,Sooy Julie A.,0,7,12
12FA,Percussion Ensemble,Staff,.5,0,6
12FA,Percussion Ensemble,Staff,0,0,6
12FA,Chamber Music,Piippo Richard G.,.5,0,4
12FA,Chamber Music,Piippo Richard G.,0,2,4
12FA,Chamber Music,Craioveanu Mihai D.,.5,2,4
12FA,Chamber Music,Craioveanu Mihai D.,0,3,4
12FA,Chamber Music,Le Andrew C.,.5,1,4
12FA,Chamber Music,Le Andrew C.,0,7,4
12FA,Brass Ensemble,Staff,.5,0,5
12FA,Brass Ensemble,Staff,0,0,5
12FA,12th Street Harmony,Richmond Brad W.,.5,2,12
12FA,12th Street Harmony,Richmond Brad W.,0,3,12
12FA,Luminescence,Richmond Brad W.,.5,2,12
12FA,Luminescence,Richmond Brad W.,0,4,12
12FA,Saxophone Quartet,Briggs John A.,.5,1,4
12FA,Saxophone Quartet,Briggs John A.,0,3,4
12FA,Woodwind Quintet,Southard Robert G.,.5,1,5
12FA,Woodwind Quintet,Southard Robert G.,0,12,5
12FA,Piano Ensemble,Clark Adam L.,.5,2,5
12FA,Piano Ensemble,Clark Adam L.,0,4,5
12FA,Woodwind Quintet II,Southard Sarah,.5,0,4
12FA,Woodwind Quintet II,Southard Sarah,0,5,4
12FA,Clarinet Ensemble,Schekman Joel W.,.5,0,4
12FA,Clarinet Ensemble,Schekman Joel W.,0,3,4
12FA,Flute,Sooy Julie A.,2,4,12
12FA,Flute,Southard Robert G.,2,1,10
12FA,Flute,Southard Robert G.,3,4,15
12FA,Oboe,Southard Sarah,2,3,12
12FA,Oboe,Southard Sarah,2,1,10
12FA,Oboe,Southard Sarah,3,1,5
12FA,Clarinet,Schekman Joel W.,2,3,12
12FA,Clarinet,Schekman Joel W.,2,1,10
12FA,Clarinet,Schekman Joel W.,3,2,4
12FA,Saxophone,Briggs John A.,2,2,12
12FA,Saxophone,Briggs John A.,2,0,1
12FA,Saxophone,Briggs John A.,3,1,4
12FA,Jazz Saxophone,Lockwood Thomas E.,2,1,10
12FA,Jazz Saxophone,Lockwood Thomas E.,3,1,5
12FA,Bassoon,Clapp John G.,2,2,12
12FA,Bassoon,Clapp John G.,2,1,5
12FA,Bassoon,Clapp John G.,3,0,4
12FA,Horn,Peterson Erich M.,2,1,12
12FA,Horn,Peterson Erich M.,2,0,5
12FA,Horn,Peterson Erich M.,3,1,4
12FA,Trumpet,Smitter Pamela K.,2,1,12
12FA,Trumpet,Smitter Pamela K.,2,1,10
12FA,Trumpet,Smitter Pamela K.,3,0,4
12FA,Jazz Trumpet,Coyle Brian R.,2,0,12
12FA,Jazz Trumpet,Coyle Brian R.,3,0,6
12FA,Trombone/Euphonium,Wesselink Paul J.,2,2,12
12FA,Trombone,Wesselink Paul J.,2,0,5
12FA,Trombone/Euphonium,Wesselink Paul J.,3,0,4
12FA,Jazz Trombone,Wesselink Paul J.,2,1,12
12FA,Jazz Trombone,Wesselink Paul J.,3,0,6
12FA,Tuba,Wesselink Paul J.,2,1,12
12FA,Tuba/Euphonium,Wesselink Paul J.,2,0,5
12FA,Tuba,Wesselink Paul J.,3,0,4
12FA,Percussion,Secor Gregory,2,5,12
12FA,Percussion,Secor Gregory,2,0,5
12FA,Percussion,Secor Gregory,3,0,4
12FA,Jazz Percussion,Van Lente Michael J.,2,8,12
12FA,Jazz Percussion,Van Lente Michael J.,3,0,5
12FA,Harp,Waldvogel-Warren Martha,2,1,10
12FA,Harp,Waldvogel-Warren Martha,2,0,5
12FA,Harp,Waldvogel-Warren Martha,3,1,5
12FA,Violin,Craioveanu Mihai D.,2,6,10
12FA,Violin,Craioveanu Mihai D.,2,3,10
12FA,Violin,Craioveanu Mihai D.,3,5,8
12FA,Viola,Corbato Barbara,2,1,10
12FA,Viola,Corbato Barbara,2,0,6
12FA,Viola,Corbato Barbara,3,1,5
12FA,Cello,Piippo Richard G.,2,5,12
12FA,Cello,Piippo Richard G.,2,2,10
12FA,Cello,Piippo Richard G.,3,2,8
12FA,String Bass,Straus Melissa M.,2,3,10
12FA,String Bass,Straus Melissa M.,2,0,5
12FA,String Bass,Straus Melissa M.,3,1,10
12FA,Jazz Bass,Hoats Charles D.,2,5,12
12FA,Jazz Bass,Hoats Charles D.,3,0,6
12FA,Organ,Lewis Huw R.,2,4,10
12FA,Organ,Lewis Huw R.,2,2,10
12FA,Organ,Lewis Huw R.,3,3,10
12FA,Piano,Clark Adam L.,2,10,10
12FA,Piano,Clark Adam L.,2,2,10
12FA,Piano,Clark Adam L.,3,2,10
12FA,Piano,Le Andrew C.,2,8,20
12FA,Piano,Le Andrew C.,2,0,10
12FA,Piano,Le Andrew C.,3,6,15
12FA,Piano,Aschbrenner Charles,2,0,15
12FA,Piano,Aschbrenner Charles,2,0,10
12FA,Piano,Kolean Lora L.,2,1,10
12FA,Piano,Kolean Lora L.,3,0,5
12FA,Jazz Piano,Talaga Stephen C.,2,6,10
12FA,Jazz Piano,Talaga Stephen C.,3,1,5
12FA,Guitar,Martin David J.,2,23,25
12FA,Guitar,Martin David J.,2,0,5
12FA,Guitar,Martin David J.,3,0,5
12FA,Jazz Guitar,Hyde Michael R.,2,14,30
12FA,Jazz Guitar,Hyde Michael R.,3,2,5
12FA,Voice,Kim JungWoo,2,13,20
12FA,Voice,Kim JungWoo,2,6,10
12FA,Voice,Kim JungWoo,3,2,20
12FA,Voice,Dykstra Linda L.,2,10,20
12FA,Voice,Dykstra Linda L.,2,3,10
12FA,Voice,Dykstra Linda L.,3,7,20
12FA,Voice,Richmond Brad W.,2,1,20
12FA,Voice,Richmond Brad W.,2,4,10
12FA,Voice,Richmond Brad W.,3,0,10
12FA,Voice,Pilon Sherri L.,2,8,20
12FA,Voice,Pilon Sherri L.,2,0,10
12FA,Voice,Pilon Sherri L.,3,0,20
12FA,Voice,Sharp Stuart W.,2,1,20
12FA,Voice,Sharp Stuart W.,2,1,10
12FA,Voice,Sharp Stuart W.,3,0,20
12FA,Jazz Voice,Hyde Edith E.,2,8,9
12FA,Jazz Voice,Hyde Edith E.,3,1,5
12FA,Classical Guitar Class Begin,Malfroid Larry,2,9,14
12FA,Folk Style Guitar Methods,Malfroid Larry,2,12,14
12FA,Applied Composition,Talaga Stephen C.,2,4,6
12FA,Applied Composition,Talaga Stephen C.,3,1,6
12FA,Applied Computer Music,Erskine John K.,2,0,6
12FA,Applied Computer Music,Erskine John K.,3,3,6
12FA,Piano Class Beginning,Kolean Lora L.,2,11,14
12FA,Piano Class Beginning,Kolean Lora L.,2,10,14
12FA,Piano Class Beginning,Kolean Lora L.,2,14,14
12FA,Piano Class Beginning,Kolean Lora L.,2,12,14
12FA,Voice Class Beginning,Pilon Sherri L.,2,12,12
12FA,Small Group Voice,Pilon Sherri L.,2,4,4
12FA,Small Group Voice,Pilon Sherri L.,2,4,4
12FA,Small Group Voice,Pilon Sherri L.,2,0,4
12FA,Small Group Voice,Pilon Sherri L.,2,4,4
12FA,Keyboard Skills,Strouf Linda K.,1,6,14
12FA,Keyboard Skills,Strouf Linda K.,1,6,14
12FA,Eurhythmics I,Aschbrenner Charles,.5,6,20
12FA,Eurhythmics I,Staff,.5,0,20
12FA,Theory III,Hodson Robert D.,4,7,10
12FA,Theory III,Hodson Robert D.,4,8,10
12FA,Aural Skills III,Wolfe Jennifer A.,1,4,10
12FA,Aural Skills III,Wolfe Jennifer A.,1,6,10
12FA,Keyboard Skills - Intermediate,Clark Adam L.,1,8,14
12FA,Elementary Music Methods,Hornbach Christina M.,4,6,15
12FA,Hist & Literature of Symphony,Randel Julia,4,25,30
12FA,Music in the Church,Lewis Huw R.,3,6,10
12FA,Piano Pedagogy I,Clark Adam L.,1,4,5
12FA,Woodwind Methods I,Schekman Joel W.,1,7,10
12FA,Instrum of Band & Orchestra I,Southard Robert G.,1,6,10
12FA,Woodwind Methods II,Sooy Julie A.,1,7,10
12FA,Orchestration,Piippo Richard G.,3,4,15
12FA,Conducting Techniques,Richmond Brad W.,2,12,15
12FA,Diction for Singers II,Dykstra Linda L.,1,5,10
12FA,Voice Literature,Kim JungWoo,2,2,10
12FA,Jazz Literature & Pedagogy,Staff,3,0,10
12FA,Recording Arts & Techniques,Erskine John K.,2,7,10
12FA,Keyboard Skills for Piano,Le Andrew C.,1,6,14
12FA,Keyboard Skills for Organ,Lewis Huw R.,1,1,10
12FA,Ind Study: Advanced Recording,Munch Jean-Yves,4,3,5
12FA,Advanced Conducting,Staff,  1-4,0,5
12FA,Viola Literatue & Pedagogy,Corbato Barbara,3,1,1
12FA,Ind Study: Flute Repertoire,Southard Robert G.,1,1,5
12FA,Ind Stdy: Advd Conducting Tech,Southard Robert G.,  1-4,1,5
12FA,Ind Stdy: Brass Techniques,Peterson Erich M.,1,1,5
12FA,Ind Study: Accompanying,Staff,1,0,5
12FA,Balance:An AudioMix Intensive,Erskine John K.,  1-4,1,1
12FA,Seminar in Music,Randel Julia,2,7,14
12FA,Seminar in Music,Randel Julia,2,8,14
15SP,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
15SP,Pending Audition - Voice,Kim JungWoo,  2/3,0,50
15SP,Concert Attendance,Waterstone Kathy A.,0,60,150
15SP,Introduction to Music,Lewis Huw R.,4,37,35
15SP,Introduction to Music,Kim JungWoo,4,33,35
15SP,Introduction to Music,Craioveanu Mihai D.,4,15,35
15SP,Introduction to Music,Leach James D.,4,20,35
15SP,Introduction to Music,Lestrud Ingrid M.,4,22,35
15SP,World Music,Tang Kai,4,32,35
15SP,World Music,Sooy Julie A.,4,34,35
15SP,Survey of Jazz,Talaga Stephen C.,4,37,35
15SP,Theory II,Hodson Robert D.,4,13,15
15SP,Theory II,Hodson Robert D.,4,11,15
15SP,Aural Skills II,Wolfe Jennifer A.,1,8,15
15SP,Aural Skills II,Wolfe Jennifer A.,1,11,15
15SP,Chapel Choir,Richmond Brad W.,1,9,70
15SP,Chapel Choir,Richmond Brad W.,0,32,70
15SP,College Chorus,Richmond Brad W.,1,23,100
15SP,College Chorus,Richmond Brad W.,0,13,100
15SP,Women's Chorus,Wolfe Jennifer A.,1,6,30
15SP,Women's Chorus,Wolfe Jennifer A.,0,7,30
15SP,Orchestra,Lestrud Ingrid M.,1,5,65
15SP,Orchestra,Lestrud Ingrid M.,0,19,100
15SP,Orchestra,Lestrud Ingrid M.,1,7,70
15SP,Orchestra,Lestrud Ingrid M.,0,9,70
15SP,Wind Ensemble,Southard Robert G.,1,13,60
15SP,Wind Ensemble,Southard Robert G.,0,23,50
15SP,Concert Band,Southard Robert G.,1,13,30
15SP,Concert Band,Southard Robert G.,0,12,30
15SP,Jazz Arts Collective,Talaga Stephen C.,1,5,10
15SP,Jazz Arts Collective,Talaga Stephen C.,0,5,10
15SP,Opera Workshop,Kim JungWoo,1,0,15
15SP,Opera Workshop,Kim JungWoo,0,8,10
15SP,Jazz Chamber Ensemble I,Wesselink Paul J.,.5,2,4
15SP,Jazz Chamber Ensemble I,Wesselink Paul J.,0,1,4
15SP,Jazz Chamber Ensemble II,Hodson Robert D.,.5,1,4
15SP,Jazz Chamber Ensemble II,Hodson Robert D.,0,3,4
15SP,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,4,4
15SP,Jazz Chamber Ensemble III,Talaga Stephen C.,0,3,4
15SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,1,4
15SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,3,4
15SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,0,4
15SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,1,4
15SP,Jazz Education Ensemble,Lawrence Christopher J.,.5,1,4
15SP,Jazz Education Ensemble,Lawrence Christopher J.,0,4,4
15SP,Flute Choir,Sooy Julie A.,.5,4,12
15SP,Flute Choir,Sooy Julie A.,0,4,12
15SP,Chamber Music,Lestrud Ingrid M.,.5,0,6
15SP,Chamber Music,Lestrud Ingrid M.,0,3,6
15SP,Chamber Music,Craioveanu Mihai D.,.5,1,4
15SP,Chamber Music,Craioveanu Mihai D.,0,6,10
15SP,Percussion Ensemble,Peterson Eric M.,.5,0,10
15SP,Percussion Ensemble,Staff,0,0,10
15SP,Saxophone Quartet,Briggs John A.,.5,0,10
15SP,Saxophone Quartet,Briggs John A.,0,4,10
15SP,Chinese Music Ensemble,Tang Kai,.5,1,5
15SP,Chinese Music Ensemble,Tang Kai,0,9,5
15SP,12th Street Harmony,Richmond Brad W.,.5,2,10
15SP,12th Street Harmony,Richmond Brad W.,0,7,10
15SP,Luminescence,Richmond Brad W.,.5,2,10
15SP,Luminescence,Richmond Brad W.,0,7,10
15SP,Chamber Ensemble,Le Andrew C.,.5,3,10
15SP,Chamber Ensemble,Le Andrew C.,0,4,10
15SP,Piano Ensemble,Le Andrew C.,.5,3,4
15SP,Piano Ensemble,Le Andrew C.,0,0,4
15SP,Woodwind Trio,Southard Sarah,.5,1,5
15SP,Woodwind Trio,Southard Sarah,0,3,5
15SP,Woodwind Quintet,Southard Sarah,.5,2,4
15SP,Woodwind Quintet,Southard Sarah,0,3,5
15SP,Woodwind Trio,Schekman Joel W.,.5,0,4
15SP,Woodwind Trio,Schekman Joel W.,0,0,4
15SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,.5,1,10
15SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,0,4,10
15SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,.5,2,10
15SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,0,3,10
15SP,Brass Ensemble,Smitter Pamela K.,.5,0,10
15SP,Brass Ensemble,Smitter Pamela K.,0,3,10
15SP,Guitar Ensemble,Martin David J.,.5,1,10
15SP,Guitar Ensemble,Martin David J.,0,1,10
15SP,Flute,Sooy Julie A.,2,1,12
15SP,Flute,Southard Robert G.,2,1,10
15SP,Flute,Southard Robert G.,3,3,15
15SP,Oboe,Southard Sarah,2,4,12
15SP,Oboe,Southard Sarah,2,1,10
15SP,Oboe,Southard Sarah,3,0,5
15SP,Clarinet,Schekman Joel W.,2,2,12
15SP,Clarinet,Schekman Joel W.,2,1,10
15SP,Clarinet,Schekman Joel W.,3,1,4
15SP,Saxophone,Briggs John A.,2,4,12
15SP,Saxophone,Briggs John A.,2,2,1
15SP,Saxophone,Briggs John A.,3,0,4
15SP,Jazz Saxophone,Lockwood Thomas E.,2,1,10
15SP,Jazz Saxophone,Lockwood Thomas E.,2,0,10
15SP,Jazz Saxophone,Lockwood Thomas E.,3,1,5
15SP,Bassoon,Beaulieu Genevieve L.,2,2,12
15SP,Bassoon,Beaulieu Genevieve L.,2,0,5
15SP,Bassoon,Beaulieu Genevieve L.,3,1,4
15SP,Horn,French Keith A.,2,3,12
15SP,Horn,French Keith A.,2,0,5
15SP,Horn,French Keith A.,3,0,4
15SP,Trumpet,Smitter Pamela K.,2,0,12
15SP,Trumpet,Smitter Pamela K.,2,0,10
15SP,Trumpet,Smitter Pamela K.,3,0,4
15SP,Jazz Trumpet,Lawrence Christopher J.,2,0,12
15SP,Jazz Trumpet,Lawrence Christopher J.,2,0,10
15SP,Jazz Trumpet,Lawrence Christopher J.,3,0,6
15SP,Trombone/Euphonium,Wesselink Paul J.,2,0,12
15SP,Trombone/Euphonium,Wesselink Paul J.,2,0,5
15SP,Trombone/Euphonium,Wesselink Paul J.,3,0,4
15SP,Jazz Trombone,Wesselink Paul J.,2,0,12
15SP,Jazz Trombone,Wesselink Paul J.,2,0,10
15SP,Jazz Trombone,Wesselink Paul J.,3,0,6
15SP,Baritone/Euphonium,Wesselink Paul J.,2,1,12
15SP,Baritone/Euphonium,Wesselink Paul J.,2,0,5
15SP,Baritone/Euphonium,Wesselink Paul J.,3,0,4
15SP,Tuba,Wesselink Paul J.,2,1,12
15SP,Tuba,Wesselink Paul J.,2,1,5
15SP,Tuba,Wesselink Paul J.,3,0,4
15SP,Percussion,Secor Gregory,2,0,12
15SP,Percussion,Secor Gregory,2,1,5
15SP,Percussion,Secor Gregory,3,0,4
15SP,Jazz Percussion,Van Lente Michael J.,2,8,12
15SP,Jazz Percussion,Van Lente Michael J.,2,0,10
15SP,Jazz Percussion,Van Lente Michael J.,3,0,5
15SP,Harp,Waldvogel-Warren Martha,2,3,10
15SP,Harp,Waldvogel-Warren Martha,2,0,5
15SP,Harp,Waldvogel-Warren Martha,3,0,5
15SP,Violin,Craioveanu Mihai D.,2,7,10
15SP,Violin,Craioveanu Mihai D.,2,5,10
15SP,Violin,Craioveanu Mihai D.,3,1,8
15SP,Violin,Staff,2,0,0
15SP,Violin,Staff,2,0,0
15SP,Violin,Staff,3,0,0
15SP,Viola,Corbato Barbara,2,1,10
15SP,Viola,Corbato Barbara,2,0,6
15SP,Viola,Corbato Barbara,3,0,5
15SP,Cello,Eppinga Alicia A.,2,2,12
15SP,Cello,Eppinga Alicia A.,2,2,10
15SP,Cello,Eppinga Alicia A.,3,0,8
15SP,String Bass,Straus Melissa M.,2,2,10
15SP,String Bass,Straus Melissa M.,2,1,5
15SP,String Bass,Straus Melissa M.,3,1,10
15SP,Jazz Bass,Hoats Charles D.,2,3,12
15SP,Jazz Bass,Hoats Charles D.,2,0,10
15SP,Jazz Bass,Hoats Charles D.,3,4,6
15SP,Organ,Lewis Huw R.,2,2,10
15SP,Organ,Lewis Huw R.,2,1,10
15SP,Organ,Lewis Huw R.,3,4,10
15SP,Jazz Organ,Monaco Anthony G.,2,5,12
15SP,Jazz Organ,Monaco Anthony G.,2,0,10
15SP,Jazz Organ,Monaco Anthony G.,3,0,5
15SP,Piano,Le Andrew C.,2,4,20
15SP,Piano,Le Andrew C.,2,0,10
15SP,Piano,Le Andrew C.,3,2,15
15SP,Piano,Aschbrenner Charles,2,7,15
15SP,Piano,Aschbrenner Charles,2,1,10
15SP,Piano,Aschbrenner Charles,3,3,10
15SP,Piano,Kolean Lora L.,2,6,10
15SP,Piano,Kolean Lora L.,2,0,10
15SP,Piano,Kolean Lora L.,3,1,5
15SP,Jazz Piano,Talaga Stephen C.,2,10,10
15SP,Jazz Piano,Talaga Stephen C.,2,0,10
15SP,Jazz Piano,Talaga Stephen C.,3,0,5
15SP,Guitar,Martin David J.,2,29,30
15SP,Guitar,Martin David J.,2,0,5
15SP,Guitar,Martin David J.,3,3,5
15SP,Banjo,Roberts Nathaniel J.,2,4,15
15SP,Banjo,Roberts Nathaniel J.,2,0,10
15SP,Banjo,Roberts Nathaniel J.,3,0,5
15SP,Jazz Guitar,Hyde Michael R.,2,14,15
15SP,Jazz Guitar,Hyde Michael R.,2,2,10
15SP,Jazz Guitar,Hyde Michael R.,3,7,15
15SP,Mandolin,Roberts Nathaniel J.,2,7,15
15SP,Mandolin,Roberts Nathaniel J.,2,0,10
15SP,Mandolin,Roberts Nathaniel J.,3,1,5
15SP,Voice,Kim JungWoo,2,5,20
15SP,Voice,Kim JungWoo,2,5,10
15SP,Voice,Kim JungWoo,3,2,20
15SP,Voice,Adkins Elizabeth A.,2,6,20
15SP,Voice,Adkins Elizabeth A.,2,0,10
15SP,Voice,Adkins Elizabeth A.,3,6,20
15SP,Voice,Richmond Brad W.,2,1,20
15SP,Voice,Richmond Brad W.,2,3,10
15SP,Voice,Richmond Brad W.,3,0,10
15SP,Voice,Pilon Sherri L.,2,17,20
15SP,Voice,Pilon Sherri L.,2,0,10
15SP,Voice,Pilon Sherri L.,3,0,20
15SP,Jazz Voice,Hyde Edith E.,2,11,9
15SP,Jazz Voice,Hyde Edith E.,2,0,10
15SP,Jazz Voice,Hyde Edith E.,3,0,5
15SP,Classical Guitar Class Begin,Malfroid Larry,2,5,14
15SP,Folk Style Guitar Methods,Malfroid Larry,2,6,14
15SP,Applied Composition,Talaga Stephen C.,2,3,12
15SP,Applied Composition,Talaga Stephen C.,3,0,12
15SP,Applied Computer Music,Erskine John K.,2,2,12
15SP,Applied Computer Music,Erskine John K.,3,1,12
15SP,Piano Class Beginning,Kolean Lora L.,2,11,14
15SP,Piano Class Beginning,Kolean Lora L.,2,11,14
15SP,Piano Class Beginning,Kolean Lora L.,2,11,14
15SP,Piano Class Beginning,Kolean Lora L.,2,3,14
15SP,Voice Class Beginning,Pilon Sherri L.,2,6,12
15SP,Voice Class Intermediate,Pilon Sherri L.,2,8,12
